Id,SSN,Age,Salary,COVID Test Result,Pre-Existing Conditions,Recovery Time
0912,012-44-8848,37,75000,1,none,3
0405,088-70-5233,55,86000,1,high blood pressure,6
0464,147-26-4676,30,58000,1,none,4
0363,284-61-8381,45,99000,1,asthma,6
0136,750-82-3500,31,56000,0,none,0
0518,865-08-0551,42,46000,1,high blood pressure,7
0766,763-16-2482,29,93000,0,none,0
0247,537-62-7845,23,84000,0,none,0
0475,830-42-7167,28,62000,0,none,0
0230,682-21-4366,46,67000,0,diabetes,0
0171,185-58-0316,58,89000,0,asthma,0
0239,362-42-3836,53,93000,1,diabetes,7
0102,527-50-0844,23,90000,0,high blood pressure,0
0368,041-67-5615,18,70000,0,none,0
0317,678-06-2370,54,102000,0,diabetes,0
0824,425-28-2047,30,84000,0,diabetes,0
0214,152-83-3055,41,89000,1,diabetes,5
0509,808-35-5721,44,78000,1,diabetes,6
0631,453-33-3833,28,53000,0,none,0
0083,551-62-4312,21,55000,1,none,2
0664,631-01-3224,36,99000,1,high blood pressure,4
0677,160-30-0550,28,69000,0,high blood pressure,0
0410,362-87-0121,47,52000,1,diabetes,7
0253,641-86-3328,24,92000,0,diabetes,0
0661,423-68-4768,52,54000,1,high blood pressure,6
0145,000-35-7815,55,99000,1,asthma,4
0920,310-86-4126,57,59000,0,high blood pressure,0
0189,378-62-0751,56,82000,1,high blood pressure,5
0835,756-67-4075,53,94000,0,none,0
0969,725-65-5081,39,69000,0,high blood pressure,0
0204,756-68-5786,21,69000,1,none,6
0972,473-88-6065,29,60000,1,none,2
0792,842-43-1886,25,88000,1,asthma,6
0134,715-04-6671,18,76000,1,none,2
0970,364-16-8605,22,47000,1,none,5
0497,840-23-7385,27,96000,0,none,0
0636,283-67-8070,20,86000,1,none,2
0737,717-25-3224,24,48000,1,none,6
0194,004-05-0210,30,101000,0,none,0
0440,325-40-3627,31,70000,1,high blood pressure,7
0592,742-60-0083,55,90000,1,asthma,6
0881,365-16-4088,40,98000,1,asthma,7
0572,072-06-0284,55,43000,1,high blood pressure,6
0594,152-68-7162,44,93000,1,diabetes,3
0277,615-82-0147,33,63000,1,none,7
0712,524-42-4686,52,50000,1,asthma,7
0307,745-62-8713,35,86000,0,none,0
0651,523-24-4021,19,67000,0,none,0
0492,871-51-2652,35,60000,1,high blood pressure,4
0390,026-27-0882,45,44000,1,asthma,7
0446,138-30-4183,43,66000,0,diabetes,0
0030,653-04-8072,38,59000,1,diabetes,7
0176,377-25-7653,23,74000,1,none,3
0619,367-17-8222,21,95000,1,none,2
0344,214-05-1283,38,51000,0,high blood pressure,0
0347,233-88-2700,51,54000,1,diabetes,5
0715,201-76-3465,32,67000,1,none,2
0517,854-40-4134,21,79000,0,asthma,0
0630,734-56-8775,33,91000,0,none,0
0919,662-36-4065,26,48000,0,none,0
0049,121-32-0048,21,54000,1,none,2
0514,808-63-7808,48,66000,1,none,3
0055,486-75-6005,31,70000,1,high blood pressure,5
0617,346-87-3164,24,79000,1,none,2
0296,052-78-3587,53,85000,0,asthma,0
0933,814-16-4012,20,61000,1,none,4
0373,208-47-4031,52,81000,1,high blood pressure,3
0328,084-26-2281,37,50000,0,none,0
0585,261-68-5437,36,102000,1,high blood pressure,7
0268,051-32-0524,50,74000,1,diabetes,4
0259,207-84-0707,55,91000,0,none,0
0232,404-18-2576,53,84000,0,asthma,0
0845,637-10-0305,49,51000,1,asthma,7
0251,787-07-7715,30,52000,0,high blood pressure,0
0802,123-06-8042,26,89000,0,none,0
0731,755-55-5630,19,80000,0,none,0
0238,217-42-0123,45,81000,0,high blood pressure,0
0502,533-66-7217,40,66000,1,none,4
0740,773-70-8355,56,53000,0,asthma,0
0333,603-85-7202,25,74000,1,high blood pressure,7
0186,661-50-8280,29,68000,0,high blood pressure,0
0549,414-56-3662,28,88000,0,none,0
